index,date_published,date_modified,source,sponsor,title
229,2020-06-26T19:20:14,2020-06-26T19:20:14,nrc,none,Het charmeoffensief van Huawei
230,2020-01-25T15:34:32,2020-01-25T15:34:32,nrc,none,Iraakse veiligheidsdiensten doden vier demonstranten
231,2020-07-05T19:39:26,2020-07-05T19:39:26,nrc,none,Rechtse partijen scoren bij verkiezingen in Kroatie
232,2020-07-28T20:46:04,2020-07-28T20:46:04,nrc,none,Burgers zijn coronamoe is te zien in  heel Europa
233,2020-10-06T20:39:27,2020-10-06T20:39:27,nrc,none,Nieuwe maatregelen Italie: mondkapjes op straat verplicht
234,2020-08-04T20:39:18,2020-08-04T20:39:18,nrc,none,Mondkapje? Dat heb ik niet hoor
235,2020-08-16T20:45:08,2020-08-16T20:45:08,nrc,none,Lange rijen bij registratie in  Ter Apel en slapen op een stoel
236,2020-07-09T19:03:05,2020-07-09T19:03:05,nrc,none,Via de drive-in je diploma ophalen
237,2020-03-04T21:19:38,2020-03-04T21:19:38,nrc,none,GGDs: strikt met de coronatest improviseren met het personeel
238,2020-05-15T17:31:38,2020-05-15T17:31:38,nrc,none,De grootste klap voor de economie  sinds de oorlog
239,2019-04-19T20:58:00,2019-09-10T20:31:36,ondernemer,none,Voorpublicatie boek Erwin Wijman: 'Zo verkoop je alles'
240,2018-08-07T17:16:00,2019-09-10T18:17:40,ondernemer,none,Beelden van winkeldieven op social media delen mag dat eigenlijk wel?
241,2018-10-20T18:00:00,2019-09-10T17:42:51,ondernemer,none,Hoe energieleverancier Vandebron handig met critici op social media omgaat
242,2021-01-27T09:05:00,2021-01-27T12:37:06,ondernemer,none,Voormalig stagiair loodst familiebedrijf door de crisis
243,2018-08-09T15:56:00,2019-09-10T18:18:44,ondernemer,none,Bij dit bedrijf bepalen werknemers elkaars salaris
244,2019-12-14T19:53:00,2019-12-14T22:59:42,ondernemer,none,CNV naar Koolmees voor 30-urige werkweek
245,2019-09-21T13:21:00,2019-09-21T13:42:54,ondernemer,none,Het Instagrammable restaurant: ‘Mensen verklaarden me voor gek’
246,2020-07-07T08:09:00,2020-07-07T08:09:56,ondernemer,none,Privacyhoes tegen identiteitsfraude: deze jonge ondernemer bedacht het
247,2020-10-07T10:48:00,2020-10-08T07:51:29,ondernemer,none,Nederland kickstarten? Zo geven Techleap.nl Picnic en Felyx bedrijfsleven boost
248,2020-11-30T07:59:00,2020-11-30T08:56:47,ondernemer,none,Amsterdam heeft primeur: eerste vegan supermarkt opent deuren
249,2020-06-18T16:25:00,2020-06-18T15:50:36,ondernemer,none,Stress? ‘Praat tegen jezelf alsof je het tegen een goede vriend hebt’
250,2017-05-21T04:00:00,2019-09-02T18:42:55,ondernemer,none,Alles wat je wil weten over PR
251,2020-12-25T07:00:00,2020-12-24T15:18:19,ondernemer,none,Merijn Everaarts (Dopper): ‘We hebben al meer dan 16 miljoen flessen verkocht’
252,2020-01-23T09:42:00,2020-01-23T09:58:54,ondernemer,none,Wat modeontwerper Addy van den Krommenacker anders doet na doorstart
253,2021-01-05T16:12:00,2021-01-07T15:28:39,ondernemer,none,Nu lokaal online kopen straks weer terug naar bol.com en Coolblue?
254,2018-05-16T15:49:00,2019-09-10T18:56:47,ondernemer,none,Topman LinkedIn: 'Het gaat er niet om wat je weet maar wie jou kent'
255,2020-02-24T15:27:00,2020-02-24T15:37:46,ondernemer,none,Een kantoortuin? De meeste bedrijfsartsen zijn er klaar mee
256,2017-12-15T11:10:00,2019-09-10T20:27:00,ondernemer,none,Softwareontwikkelaar Stabiplan in Bodegraven nodigt buren uit voor kerst
257,2020-08-25T11:53:00,2020-08-25T12:31:00,ondernemer,none,Google introduceert zoekfunctie voor banen: nauwe samenwerking met DPG Recruitment
258,2021-02-16T08:55:00,2021-02-16T09:24:03,ondernemer,none,25 jaar Coffeecompany: van 'staand drinken' naar 'lockdownproof meeneembakkies'
259,2020-10-17T09:08:00,2020-10-23T16:50:26,ondernemer,none,Eric Berkhof (ceo Van Mossel): 'Werknemers mogen tegen mij alleen maar praten over klanten'
260,2020-11-03T23:40:00,2020-11-04T13:51:55,ondernemer,none,... als je vlak voor de intelligente lockdown topman van Mastercard wordt
261,2018-06-08T08:29:00,2019-09-10T18:46:52,ondernemer,none,Zo kies jij als ondernemer het juiste crowdfunding platform
262,2020-12-04T10:25:00,2020-12-04T10:34:04,ondernemer,none,Erik Does (Ekoplaza): 'We hebben geen concrete groeiambitie maar groeien wel'
263,2020-11-24T16:07:00,2020-11-24T17:38:27,ondernemer,none,Maffiabazen vrezen witwasspeurneuzen van tech-startup Fourthline
264,2021-02-04T17:00:00,2021-02-04T17:06:30,ondernemer,none,Website voor pups Bazoeki haalt groeigeld op bij familiefondsen
265,2020-03-11T09:07:00,2020-03-11T09:22:57,ondernemer,none,Startup Xplane komt met VR-alternatief voor afgelaste evenementen
266,2020-09-24T15:06:00,2020-09-24T16:55:10,ondernemer,none,#DIRKteur: supermarkt Dirk werft sollicitanten via TikTok
267,2020-11-19T12:08:00,2020-11-19T13:08:15,ondernemer,none,Twents bedrijf Eurol partner van Toyota Gazoo Racing voor Dakar 2021
268,2020-10-04T07:00:00,2020-10-03T20:25:49,ondernemer,none,Corona: vele thuiswerken maakt bedrijven online kwetsbaar
269,2021-02-14T12:28:00,2021-02-16T08:17:09,ondernemer,none,Hoe het bedrijf achter Online Soccer Manager in handen kwam van Zwitsers
270,2017-11-28T09:37:00,2019-09-02T18:11:42,ondernemer,none,Fietsfabrikant VanMoof zet 10 miljoen om en wil nu doorgroeien
271,2017-09-01T09:44:00,2019-09-02T18:26:00,ondernemer,none,Zo prijst het Montfoortse makelaars-duo een miljoenenpand aan
272,2020-02-18T16:02:00,2020-02-18T23:45:53,ondernemer,none,Winnaar Privacy Award: persoonlijke data veilig bij gadgets Tijmen Schep
273,2019-01-14T15:18:00,2019-09-10T17:03:54,ondernemer,none,Waarom wereldspelers om de gunst strijden van dit Nederlandse cybersecurity-bedrijf
274,2020-10-04T19:01:00,2020-10-04T19:23:29,ondernemer,none,'Duimpjes en sterretjes nietszeggende digitale wegwerpgebaren geworden'
275,2018-08-10T16:48:00,2019-09-10T18:15:56,ondernemer,none,Dit mag je nooit vragen in een vacature
276,2019-12-23T09:30:00,2019-12-23T10:24:03,ondernemer,none,Waarom elke ondernemer mensen met afstand tot arbeidsmarkt een kans moet geven
277,2020-11-06T07:05:00,2020-11-06T10:23:09,ondernemer,none,Naar welke beroepen kan jouw personeel nog wél overstappen?
278,2021-01-28T13:14:00,2021-01-30T22:37:17,ondernemer,none,Kees Aarts (insectenkwekerij Protix): 'Groeien en funding voor minimaal vijf nieuwe fabrieken'
279,2021-01-07T09:27:00,2021-01-07T16:15:52,ondernemer,none,Brabantse Boerschappen neemt SupportYourLocals Amsterdam over
280,2018-12-28T07:05:00,2019-09-10T17:12:15,ondernemer,none,Nieuwe regelgeving: dit verandert voor ondernemers in 2019
281,2018-06-25T13:38:00,2019-09-10T18:38:26,ondernemer,none,De meeste influencers verdienen minder dan je denkt
282,2021-01-11T10:19:00,2021-01-11T10:22:51,ondernemer,none,Crowdfundmarkt verwacht explosieve groei in 2021
283,2017-05-03T15:21:00,2019-09-02T18:45:57,ondernemer,none,Waarom crowdfunding steeds belangrijker wordt bij de financiering van nieuwe horeca
284,2018-05-01T15:09:00,2019-09-10T19:03:22,ondernemer,none,Hyves is terug: online social network begint tweede leven op Hyven.nl
285,2021-01-11T09:39:00,2021-02-09T10:59:41,ondernemer,none,Vegetarische Slager wordt 'Vegan Cowboy' en wil melk van gras maken
286,2019-02-18T12:02:00,2019-09-10T21:02:16,ondernemer,none,Boomerang recruitment: bedrijven halen steeds vaker oud-werknemers aan boord
287,2020-12-22T20:12:00,2020-12-23T12:16:42,ondernemer,none,Beste kerstcommercial: hoe PLUS met emotie inhaakt op mens en coronacrisis
288,2021-02-14T12:28:00,2021-02-16T08:17:09,ondernemer,none,Hoe het bedrijf achter Online Soccer Manager in handen kwam van Zwitsers
289,2021-02-12T09:58:00,2021-02-12T19:38:41,ondernemer,none,Crisis zet eigenaar van familiebedrijf aan tot meer zelfreflectie rond bedrijfsoverdracht
290,2021-02-02T08:50:00,2021-02-02T09:19:09,ondernemer,none,Rotterdams bedrijf Somnox verovert de wereld met robot die slaapproblemen oplost
291,2020-12-26T07:00:00,2020-12-28T14:50:16,ondernemer,none,Zo ga je met geld om zo investeer je: topondernemer Willy Naessens (81) legt het uit
292,2018-01-02T11:14:00,2019-09-02T18:05:08,ondernemer,none,Tips van een meesterhacker: zo kies je veilige wachtwoorden
293,2020-07-19T10:05:00,2020-07-19T10:11:13,ondernemer,none,Ondanks toename werkloosheid toch ook personeelstekort
294,2020-01-14T13:27:00,2020-01-14T23:59:20,ondernemer,none,LinkedIn-lessen van 'Top Voice' Michiel Dijkman (Samsung)
295,2020-02-03T09:35:00,2020-02-03T13:42:30,ondernemer,none,Uitstel voor 24.000 ondernemers die zelf loonaangifte doen
296,2021-01-28T08:08:00,2021-01-28T08:48:56,ondernemer,none,Door corona op groen: bedrijven kiezen vaker voor duurzame investering
297,2018-04-20T09:54:00,2019-09-10T19:07:57,ondernemer,none,Internet of thieves: cybercrime wordt steeds inventiever
298,2021-02-02T12:49:00,2021-02-02T17:17:05,ondernemer,none,Toekomstbeeld Petra Lubbers: 'Winkeliers worden afhaalchinezen'
299,2021-01-31T08:00:00,2021-01-31T11:45:09,ondernemer,none,Duurzame plantenwebshop Sprinklr ziet verkoop massaal stijgen
300,2021-02-05T15:00:00,2021-02-07T16:13:48,ondernemer,none,Hoe de verkiezingsstrijd voor het voorzitterschap van de FNV losbarst
301,2020-05-01T11:55:00,2020-05-04T22:56:48,ondernemer,none,Bevrijdingsdag? 'Jaarlijks doorbetaald en vrijaf' wil werkend Nederland
302,2018-03-19T11:00:00,2019-09-10T19:24:29,ondernemer,none,Mkb-ondernemers merken weinig tot niets van beloofde lastenverlichting
303,2021-02-16T21:44:00,2021-02-19T14:00:41,ondernemer,none,Topondernemer Zehra Dogan gaat voor een divers en bewust BV Nederland
304,2020-10-13T11:02:00,2020-10-15T12:54:35,ondernemer,none,Hoe houd je jezelf en het team optimistisch in tijden van corona? Dit adviseert Martin Hersman
305,2020-11-05T07:54:00,2020-11-05T07:56:07,ondernemer,none,Een zo veilig mogelijke thuiswerkplek? Deze 13 tips helpen je verder
306,2020-11-01T11:11:00,2020-12-10T17:07:45,ondernemer,none,Zo verkoop je jouw bedrijf in korte tijd
307,2021-02-04T12:00:00,2021-02-04T13:04:53,ondernemer,none,Duurzaam bouwen van huizen met stro? Dit bedrijf uit Deventer heeft de oplossing
308,2020-01-26T01:30:00,2020-01-26T01:34:38,ondernemer,none,Cyberkorps voor Rotterdamse haven tegen groeiende dreiging hackers
309,2017-04-28T09:58:00,2019-09-02T18:47:13,ondernemer,none,Een startup kan heel diep vallen
310,2020-12-19T20:58:00,2020-12-19T20:58:09,ondernemer,none,Reclame-expert Ed Stibbe: je naam als meest krachtige marketinginstrument
311,2019-01-13T14:08:00,2019-09-10T17:05:13,ondernemer,none,5 stappen om van je crowdfunding een succes te maken
312,2020-01-04T10:05:00,2020-01-03T09:04:23,ondernemer,none,WhatsApp-etiquette: de lusten en lasten van de appgroep van de zaak
313,2020-02-03T09:04:00,2020-02-03T09:27:31,ondernemer,none,Deze werkgever biedt zijn personeel onbeperkte vakantiedagen
314,2018-12-02T09:05:00,2019-09-10T17:24:22,ondernemer,none,Deze ondernemers verdienen hun geld met cursussen op Instagram
315,2020-08-07T13:00:00,2020-08-07T13:00:56,ondernemer,none,Steeds meer banen op de tocht in winkels de Bijenkorf Mediamarkt en H&M
316,2019-06-14T10:17:00,2019-09-10T20:07:09,ondernemer,none,Fouten waardoor je bedrijf niet groeit op social media. Plus de oplossing
317,2018-01-09T09:00:00,2019-09-10T20:09:26,ondernemer,none,Kapsalon en wellnesscentrum in Overdinkel ziet persoonlijke aandacht als grootste troef
318,2018-03-27T10:16:00,2019-09-10T19:20:54,ondernemer,none,Transparante salarissen een goed idee of juist niet?
319,2020-07-01T11:17:00,2020-07-03T14:46:46,ondernemer,none,Vakantiedagen personeel: dit moet je weten over verlofdagen
320,2020-08-31T15:07:00,2020-08-31T15:09:00,ondernemer,none,Steeds grotere investeringsbereidheid via crowdfunding
321,2019-02-24T13:00:00,2019-09-10T20:58:45,ondernemer,none,Klanten overtuigen? Begin met wervende teksten!
322,2021-01-28T13:14:00,2021-01-30T22:37:17,ondernemer,none,Kees Aarts (insectenkwekerij Protix): 'Groeien en funding voor minimaal vijf nieuwe fabrieken'
323,2018-02-01T11:29:00,2019-09-10T19:51:34,ondernemer,none,Waarom easyJet-topman 38.000 euro salaris inlevert als gebaar naar vrouwen
324,2020-10-18T08:00:00,2020-10-19T07:52:06,ondernemer,none,Eric Stubbé (ceo ALLSAFE): 'Corporates ondernemen niet'
325,2018-03-28T09:05:00,2019-09-10T19:22:43,ondernemer,none,Ethical Hacker: ondernemers onderschatten grote risico's van cybercriminaliteit
326,2019-07-05T11:45:00,2020-08-31T17:50:54,ondernemer,none,Prijzengeld Tour de France: dit nemen de renners in 2019 mee naar huis
327,2019-06-20T09:10:00,2019-09-10T20:04:31,ondernemer,none,Hans de Boer (VNO-NCW) zeer kritisch over loon-uitspraken Rutte
328,2020-09-04T08:47:00,2020-09-04T09:01:06,ondernemer,none,Nieuw initiatief Startout moet dreigende ontslaggolf inperken
329,2020-08-26T11:17:00,2020-09-12T12:51:06,ondernemer,none,Prijzengeld Tour de France: zoveel krijgen de wielrenners in 2020 betaald
330,2019-10-10T07:38:00,2019-10-10T11:44:59,ondernemer,none,Nieuwe handdruk al na één jaar: gratis vakantie om personeel te vinden
331,2021-01-29T09:32:00,2021-01-29T11:52:24,ondernemer,none,Ex-directeur MediaMarkt is vergadertafel zat en sticht duurzaam kledingmerk
332,2020-10-14T11:20:00,2020-10-14T12:00:53,ondernemer,none,Ondernemers Annabel en Liselotte van Kuijk nemen juist nú cateringbedrijf over
333,2021-01-07T20:00:00,2021-01-07T19:12:40,ondernemer,none,Voedingssupplementen-specialist Disolut verkoopt meerderheidsbelang
334,2021-01-28T12:25:00,2021-01-28T12:31:09,ondernemer,none,Pieter Zwart gaat met Coolblue de verkoop en levering van energie in
335,2020-12-17T08:46:00,2020-12-17T09:54:18,ondernemer,none,Jumbo-familie Van Eerd heeft financiering overname HEMA rond
336,2021-02-05T10:39:00,2021-02-08T09:37:01,ondernemer,none,De ambachtslieden van Stone Natural Class werken voor de rijksten der aarde
337,2020-08-25T16:42:00,2020-08-25T16:43:27,ondernemer,none,DPG Recruitment en Google slaan handen ineen voor nieuwe zoekfunctie
338,2020-12-10T12:38:00,2020-12-10T12:38:58,ondernemer,none,Denktank Coronacrisis: 'Werkgevers vergeet kwetsbare mensen juist nu niet'
339,2020-12-09T17:51:00,2020-12-09T17:54:55,ondernemer,none,Verpakkingsvrije online supermarkt Pieter Pot: 23.000  mensen op de wachtlijst
340,2018-11-16T09:47:00,2019-09-10T17:31:26,ondernemer,none,Unilever geeft werknemers voortaan langer partnerverlof
341,2021-02-16T10:21:00,2021-02-16T11:27:39,ondernemer,none,Familie Deen verkoopt supermarktketen DEEN aan AH Vomar en DekaMarkt
342,2019-03-19T11:27:00,2019-09-10T20:45:43,ondernemer,none,Werknemer: 'Ik ben slimmer dan mijn baas en ik word onderbetaald'
343,2021-01-05T07:30:00,2021-01-04T14:54:00,ondernemer,none,Hoog ziekteverzuim en veel burn-outs? Een bedrijfsopsteller kan helpen
344,2020-02-26T16:24:00,2020-02-26T16:25:31,ondernemer,none,Steeds meer fietsenmakers terug de schoolbanken in door succes e-bikes
345,2021-02-08T08:53:00,2021-02-08T09:33:06,ondernemer,none,Ondernemende zussen bouwen virtuele brug tussen onderwijs en bedrijfsleven
346,2018-09-17T11:19:00,2019-09-10T17:59:55,ondernemer,none,Wat als werknemers geschenken aannemen van zakenpartners?
347,2020-09-13T22:32:00,2020-09-13T22:37:48,ondernemer,none,Nieuwe voorzitter VNO-NCW: van Hans de Boer naar Ingrid Thijssen
348,2018-01-24T14:05:00,2019-09-02T18:00:18,ondernemer,none,Prijzengeld Olympische Spelen 2018: dit kunnen Sven Kramer en Ireen Wüst verdienen
349,2017-02-26T15:47:00,2019-09-10T21:48:03,ondernemer,none,Aftersales onmisbaar onderdeel van gezonde bedrijfsvoering
350,2020-10-22T13:33:00,2020-11-16T21:16:00,ondernemer,none,Niels Meijssen haalt benodigde 1 miljoen euro op met crowdfunding BeterBoeken.nl
351,2017-03-24T15:09:00,2019-09-10T21:31:18,ondernemer,none,Knab verbreedt aanbod financiering van ondernemers
352,2018-08-14T11:34:00,2019-09-10T18:15:12,ondernemer,none,Waarom een werkweek van vier dagen beter is
353,2021-02-01T23:09:00,2021-02-03T16:04:28,ondernemer,none,Deze wereldspeler in beveiligingscamera's filosofeert als Muller
354,2016-07-18T09:44:00,2019-09-11T02:28:32,ondernemer,none,Het ondernemersverhaal van Atilay Uslu (Corendon)
355,2021-01-07T14:00:00,2021-01-26T22:46:47,ondernemer,none,Nieuwe overname in crisistijd start van herpositionering naar Continu Professionals
356,2020-02-05T11:24:00,2020-02-05T12:05:25,ondernemer,none,Nederland telt meer startende bedrijven én meer faillissementen
357,2021-02-12T09:58:00,2021-02-12T19:38:41,ondernemer,none,Crisis zet eigenaar van familiebedrijf aan tot meer zelfreflectie rond bedrijfsoverdracht
358,2021-01-25T15:02:00,2021-01-25T15:54:14,ondernemer,none,Vegan damesschoenen: is A Perfect Jane het perfecte gat in de markt?
359,2021-02-05T10:39:00,2021-02-08T09:37:01,ondernemer,none,De ambachtslieden van Stone Natural Class werken voor de rijksten der aarde
360,2017-08-02T13:14:00,2019-09-02T18:30:25,ondernemer,none,Trap niet in deze zomerse oplichtingspraktijken
361,2020-12-06T18:15:00,2020-12-07T15:17:30,ondernemer,none,Dominique Hermans (Randstad): 'Alweer op niveau van voor de crisis'
362,2021-02-05T13:02:00,2021-02-06T08:54:41,ondernemer,none,Young Business Award: CodeSandbox is beste startup van Nederland
363,2018-05-03T14:10:00,2019-09-10T19:04:52,ondernemer,none,Dit is waarom je bij Coolblue solliciteert in een ballenbak
364,2020-11-12T09:24:00,2020-11-12T09:55:13,ondernemer,none,CBS: aantal faillissementen in oktober op laagste niveau in 21 jaar
365,2020-08-18T08:32:00,2020-08-18T08:34:28,ondernemer,none,Investeerder tegen topondernemers Jitse Groen en Pieter van der Does: 'Help jonge bedrijven'
366,2020-03-04T11:48:00,2020-03-04T12:23:54,ondernemer,none,Medewerkers Unilever krijgen zes weken volledig betaald partnerverlof
367,2021-01-20T10:08:00,2021-01-28T10:08:30,ondernemer,none,Startup VeggiHap heeft primeur met circulaire groentepasta
368,2018-06-18T15:30:00,2019-09-10T18:42:01,ondernemer,none,Zo voorkom je fraude met domeinnamen
369,2020-09-25T10:18:00,2020-09-29T10:20:56,ondernemer,none,Van Ferrari’s tot faillissement: hoe ondernemer Dolf Kos uit een diep dal klom
370,2020-07-01T20:45:00,2020-07-02T09:44:05,ondernemer,none,Ook sportcentra open: 'Vitaliteitsmotor van Nederland draait weer'
371,2020-10-20T15:20:00,2020-10-20T15:21:29,ondernemer,none,Deze vijf tips maken jouw onderneming wendbaarder gelukkiger en succesvoller
372,2020-08-18T12:26:00,2020-08-18T16:44:38,ondernemer,none,Hoe André Rieu ook in tijden van corona de wereld verovert met zijn familiebedrijf
373,2021-02-05T15:48:00,2021-02-07T16:13:42,ondernemer,none,Waarom er in de toekomst ook statiegeld op glasproducten en drinkpakken komt
374,2021-01-29T07:30:00,2021-01-29T01:05:54,ondernemer,none,Amsterdams gezin haalt anderhalve ton op voor hotel op Sardinië
375,2018-08-15T10:11:00,2019-09-10T18:14:32,ondernemer,none,Volg dit zes stappenplan om je bedrijfsgegevens goed te beveiligen
376,2021-01-07T07:00:00,2021-01-07T13:05:56,ondernemer,none,Funda-topman weerstaat coronacrisis: 16 miljoen winst 40 nieuwe medewerkers
377,2020-02-29T10:11:00,2020-02-28T15:14:32,ondernemer,none,Bouwvakkers voor de klas in strijd tegen tekort aan vaklieden
378,2020-10-10T06:44:00,2020-10-10T10:20:35,ondernemer,none,Baby mee naar de vergadering? Van deze ceo mag het
379,2020-10-18T08:58:00,2020-10-16T15:30:37,ondernemer,none,Waar een crisis al niet toe kan leiden: ondernemer komt met quizapplicatie Samenquizzen.nl
380,2021-02-01T09:49:00,2021-02-01T10:31:32,ondernemer,none,Van straatvuil tot boekensteun: dit bedrijf geeft mondkapjes nieuw leven
381,2020-09-07T10:34:00,2020-09-07T10:36:31,ondernemer,none,Corona-effect overnamemarkt: aantal verkochte mkb-bedrijven sterk gedaald - kopie
382,2019-10-05T14:24:00,2019-10-05T16:27:37,ondernemer,none,Dutch Nomad Couple: de Triple Double van de travelmarketing
383,2019-03-16T12:00:00,2019-09-10T16:32:50,ondernemer,none,Stoel of pen 'lenen'? Dit is waardoor collega's boos worden
384,2021-02-17T10:54:00,2021-02-17T11:47:57,ondernemer,none,Dille & Kamille neemt failliete conceptstore Hutspot over
385,2021-02-17T08:15:00,2021-02-17T08:19:05,ondernemer,none,Startup BAQME lanceert elektrische deelbakfietsen
386,2020-02-18T07:30:00,2020-02-18T11:29:58,ondernemer,none,Niemand begrijpt stress en burn-outs beter dan overlever Jeroen van der Graaf
387,2018-09-16T12:05:00,2019-09-10T18:03:14,ondernemer,none,Waarom Facebook niet bedoeld is voor zakelijk profileren
388,2021-02-16T08:10:00,2021-02-16T10:14:09,ondernemer,none,Fietsvoordeelshop.nl springt op de e-bike en neemt JUIZZ over
389,2019-09-19T11:30:00,2019-09-19T13:23:11,ondernemer,none,Klantcontact is een koorddans: zo blijf je overeind volgens webcarespecialist KPN
390,2017-10-25T12:01:00,2020-10-02T15:37:30,ondernemer,none,Zo werd stadsfietsenbouwer VanMoof groot
391,2017-08-23T09:47:00,2019-09-02T18:27:11,ondernemer,none,Hoe dit bedrijf de online veiligheid van jouw bedrijf regelt
392,2020-10-07T15:51:00,2020-10-07T16:09:07,ondernemer,none,Hoe maak je ondertitels met spraakherkenning? Je leert het in deze webinar
393,2018-04-13T10:53:00,2019-09-10T19:11:18,ondernemer,none,Wat kun je doen om van de Facebook-pixel af te komen?
394,2020-09-10T08:20:00,2020-09-10T09:20:51,ondernemer,none,Corona of niet: laagste aantal faillissementen in 21 jaar tijd
395,2021-01-20T16:46:00,2021-01-22T11:26:36,ondernemer,none,Directeur Vogel bevestigt overnamegesprekken TenCate Grass
396,2021-01-22T16:27:00,2021-01-22T16:27:28,ondernemer,none,Alleeninkt.nl neemt Inktprecies.nl over
397,2020-11-10T14:19:00,2020-11-10T16:46:22,ondernemer,none,Cybersecurity: dit moet je weten nu thuiswerken de norm is
398,2020-01-02T15:30:00,2020-01-02T15:35:56,ondernemer,none,Ruim 13.000 projecten en ondernemingen in 2019 gefinancierd met crowdfunding
399,2021-02-01T09:49:00,2021-02-01T10:31:32,ondernemer,none,Van straatvuil tot boekensteun: dit bedrijf geeft mondkapjes nieuw leven
400,2021-01-08T07:44:00,2021-01-08T08:59:19,ondernemer,none,Zo loodst Marco Aarnink zijn mensen door deze coronatijd
401,2021-02-15T14:00:00,2021-02-17T14:46:08,ondernemer,none,Van studieproject tot speelgoedstartup deze jonge studenten scoren met Fitit-bouwpakketten
402,2018-05-11T10:19:00,2019-09-10T18:59:32,ondernemer,none,Waarom je emoji's net zo serieus moet nemen als het alfabet
403,2019-01-20T14:21:00,2019-09-10T17:00:55,ondernemer,none,Met deze tips wordt jouw Instagram-kanaal een saleskanon
404,2021-01-22T07:00:00,2021-01-28T18:06:53,ondernemer,none,Fred Rutgers: wat winkeliers nu leren van en over webshops
405,2020-10-01T07:57:00,2020-10-01T08:19:01,ondernemer,none,Charly Cares lanceert directe online uitbetaling in het oppasplatform
406,2020-12-18T09:56:00,2020-12-18T11:44:05,ondernemer,none,'Veel kredietaanvragen door ondernemers na nieuwe lockdown'
407,2018-12-07T13:05:00,2019-12-04T15:29:19,ondernemer,none,Waarom een bonus juist leidt tot slechtere prestaties
408,2017-07-31T09:45:00,2019-09-02T18:30:52,ondernemer,none,Alles wat je moet weten over de Verloren Generatie
409,2017-07-11T14:55:00,2019-09-02T18:33:37,ondernemer,none,Deze documentbeheerder heeft klanten van Almelo tot Curaçao
410,2020-10-19T09:48:00,2020-10-19T12:19:37,ondernemer,none,Werkgevers jarenlang geteisterd met onterechte en hoge boetes Arbeidsinspectie
411,2018-01-02T13:53:00,2019-09-10T20:14:09,ondernemer,none,Wim Spelt: de cabinebaas die bepaalt wat 30 miljoen KLM-reizigers eten
412,2020-09-29T15:08:00,2020-09-29T23:32:26,ondernemer,none,Noud Baijens (Pro Contact): 'Zo heeft onze salesaanpak ook ons eigen bedrijf uit een diep dal gehaald'
413,2017-12-12T11:01:00,2019-09-10T20:29:22,ondernemer,none,Laat je niet gek maken in de ratrace van het ondernemersbestaan
414,2020-12-09T16:15:00,2020-12-09T16:29:51,ondernemer,none,Dit it-bedrijf strikt Herman den Blijker en gaat met 800 man koken
415,2021-02-15T08:35:00,2021-02-15T08:35:24,ondernemer,none,Moeder Mariëlle brengt zelf vriesverse babyvoeding op de markt
416,2021-02-15T13:00:00,2021-02-15T13:12:12,ondernemer,none,Swapfiets mikt op Europese markt: 'Eind dit jaar moeten er 300.000 Swapfietsen rondrijden'
417,2021-02-12T13:55:00,2021-02-12T15:29:40,ondernemer,none,Netwerkapp Clubhouse is bijzonder populair: zo scoor je er klanten mee
418,2021-02-17T08:15:00,2021-02-17T08:19:05,ondernemer,none,Startup BAQME lanceert elektrische deelbakfietsen
419,2018-11-24T20:05:00,2019-09-10T17:28:53,ondernemer,none,Zo behoud je je klant na een negatieve review
420,2019-11-15T12:20:00,2019-11-15T14:05:44,ondernemer,none,Zelfstandige opgelet: er komt een nieuw btw-id voor alle eenmanszaken
421,2020-07-09T08:30:00,2020-07-09T08:39:02,ondernemer,none,'Historische stijging' aantal vrouwen in de bedrijfstop
422,2021-02-03T15:30:00,2021-01-28T09:42:20,ondernemer,none,Zo bereken je de marktomvang van je nieuwe idee
423,2021-01-13T15:11:00,2021-01-28T17:08:57,ondernemer,none,Wat je kan leren van marketingtopper Martijn Delahaye (AFAS)
424,2019-07-19T14:45:00,2020-10-20T15:45:50,ondernemer,none,BTW aangifte voor ondernemers: dit moet je weten
425,2021-02-05T15:48:00,2021-02-07T16:13:42,ondernemer,none,Waarom er in de toekomst ook statiegeld op glasproducten en drinkpakken komt
426,2021-01-29T09:32:00,2021-01-29T11:52:24,ondernemer,none,Ex-directeur MediaMarkt is vergadertafel zat en sticht duurzaam kledingmerk
427,2018-09-14T10:09:00,2019-09-10T18:01:20,ondernemer,none,Waarom Achmea het functioneringsgesprek voor al hun 12.000 werknemers afschaft
428,2018-12-17T08:11:00,2019-09-10T17:18:51,ondernemer,none,Vijf dingen die je moet weten over werken op feestdagen
429,2021-01-23T10:56:00,2021-01-25T12:01:38,ondernemer,none,5 tips om de coronacrisis goed uit te ondernemen
430,2020-11-25T11:29:00,2020-11-25T12:52:16,ondernemer,none,Jouwmeedenker.nl biedt gesprek met gecertificeerde coach on-demand
431,2020-10-03T08:45:00,2020-10-02T15:53:11,ondernemer,none,Hoe je als werkgever roken bij je werknemers bespreekbaar maakt
432,2020-06-25T12:29:00,2020-07-02T11:46:07,ondernemer,none,Webinars privacywetgeving met Martijn Eindhoven: 'Maak het jezelf makkelijk'
433,2020-02-26T13:09:00,2020-02-26T14:43:14,ondernemer,none,Beveiligingsbranche krijgt het steeds drukker en schreeuwt om personeel
434,2017-10-10T14:26:00,2019-09-02T18:19:36,ondernemer,none,Marketing: storytelling als groeiversneller
